date,4919,2441,6531,2458,3532,3034,2330,2379,2451,2481
2018-04-12,53.55,42.52,80.71,33.13,97.84,89.77,211.98,105.78,61.32,49.34
2018-04-13,52.76,42.97,80.71,33.13,107.37,90.12,211.54,106.59,61.25,48.19
2018-04-16,52.29,42.9,78.13,33.55,107.8,88.02,210.68,107.4,60.25,46.51
2018-04-17,52.29,42.75,79.91,32.68,107.8,88.02,205.92,104.16,59.62,41.97
2018-04-18,50.32,42.75,77.87,34.54,108.67,87.67,205.92,103.75,59.9,43.29
2018-04-19,49.77,42.82,77.95,34.61,109.53,89.42,211.54,107.4,60.11,44.04
2018-04-20,47.72,42.82,75.47,34.54,108.67,88.72,198.13,103.75,59.76,44.13
2018-04-23,44.89,42.67,75.2,34.08,109.1,88.02,195.97,107.81,59.83,42.05
2018-04-24,43.08,42.22,70.32,33.02,98.71,86.97,196.4,102.13,59.55,42.14
2018-04-25,45.67,41.16,73.25,32.49,100.01,87.67,194.67,92.0,59.4,41.39
2018-04-26,43.78,40.18,70.14,32.6,96.54,86.63,192.08,91.6,59.05,42.19
2018-04-27,43.86,40.1,72.01,32.75,99.57,87.32,193.37,88.76,59.12,42.94
2018-04-30,43.47,40.63,71.47,32.79,101.74,87.32,196.4,91.6,59.33,44.57
2018-05-02,42.6,40.4,71.47,33.02,104.77,86.97,192.94,91.6,59.55,42.45
2018-05-03,44.18,40.25,70.67,33.17,104.34,85.23,190.78,90.78,59.12,42.81
2018-05-04,43.55,39.88,71.29,34.69,100.87,87.32,192.94,89.16,58.77,45.01
2018-05-07,45.12,40.03,70.67,34.16,103.04,84.88,193.37,89.16,59.05,47.66
2018-05-08,45.75,40.03,71.12,33.78,107.8,85.23,197.27,89.57,59.33,45.54
2018-05-09,44.81,40.03,68.63,34.61,109.1,93.26,198.56,90.38,59.26,45.1
2018-05-10,46.3,40.25,75.38,34.46,113.86,93.26,198.56,90.78,58.84,46.42
2018-05-11,46.7,40.56,73.69,34.54,125.12,95.36,201.59,92.0,58.98,44.66
2018-05-14,47.41,40.71,76.36,35.26,137.24,95.71,201.59,93.62,59.19,47.48
2018-05-15,46.38,40.56,77.69,35.15,134.21,95.71,199.43,94.84,58.98,52.16
2018-05-16,48.75,40.56,77.69,34.73,142.0,96.41,199.43,93.62,58.91,51.37
2018-05-17,47.25,40.78,78.22,34.54,135.08,96.41,195.97,92.81,59.33,50.57
2018-05-18,46.86,40.86,78.22,34.69,139.4,94.66,193.37,92.41,59.26,45.98
2018-05-21,48.19,40.71,80.62,34.46,134.64,95.36,198.13,94.03,59.76,44.66
2018-05-22,47.41,40.63,79.91,34.92,127.28,95.01,198.13,94.84,59.83,44.75
2018-05-23,46.86,40.63,79.82,34.92,134.64,95.36,197.7,93.62,60.18,44.22
2018-05-24,47.49,41.01,80.17,35.37,132.04,95.01,198.13,93.22,60.25,45.72
2018-05-25,48.19,41.01,79.82,35.94,132.04,95.71,197.7,93.62,60.33,47.48
2018-05-28,50.4,41.01,80.44,35.56,135.08,96.41,196.4,95.24,60.82,50.04
2018-05-29,51.34,41.01,77.33,35.41,147.63,95.01,194.67,92.41,60.75,50.48
2018-05-30,51.34,40.86,80.0,34.77,143.73,94.66,191.21,91.19,60.11,54.01
2018-05-31,52.45,41.01,79.46,36.82,144.6,94.66,193.81,92.81,60.89,53.48
2018-06-01,51.5,40.71,80.17,36.25,141.14,95.71,193.81,94.43,60.68,58.78
2018-06-04,53.08,40.71,79.2,37.42,139.4,96.06,198.13,95.65,61.6,56.84
2018-06-05,53.31,40.71,78.13,36.66,134.64,97.1,198.13,93.62,61.32,53.48
2018-06-06,53.94,40.71,78.58,36.93,136.37,99.2,199.0,93.22,61.81,53.48
2018-06-07,54.02,40.93,79.11,36.59,134.21,102.69,199.0,93.22,61.39,52.78
2018-06-08,54.34,40.93,78.13,36.82,131.61,101.65,196.4,92.41,60.96,52.6
2018-06-11,55.91,41.08,78.13,36.93,135.51,101.3,195.54,91.19,60.61,52.95
2018-06-12,55.68,41.16,78.75,37.08,136.37,100.25,198.13,89.97,60.75,57.46
2018-06-13,54.42,41.01,79.46,36.63,131.61,101.99,200.73,90.78,60.4,51.81
2018-06-14,53.94,41.01,79.82,36.06,130.75,101.3,195.97,89.97,60.18,52.6
2018-06-15,52.68,41.08,79.46,36.51,129.45,101.99,199.86,91.6,62.38,52.51
2018-06-19,51.19,41.08,78.93,35.94,122.09,98.85,194.67,92.41,62.1,50.31
2018-06-20,50.79,40.86,78.31,35.6,119.49,98.15,195.54,92.41,62.24,50.84
2018-06-21,52.6,40.86,78.13,36.25,123.39,99.2,195.97,92.41,61.74,51.01
2018-06-22,51.5,40.78,78.04,36.89,119.06,95.36,196.83,92.81,61.53,51.54
2018-06-25,49.61,40.63,77.42,40.23,120.79,96.06,195.49,91.6,60.75,50.04
2018-06-26,48.67,40.78,75.91,39.55,128.15,97.45,192.35,90.78,60.75,50.84
2018-06-27,48.27,41.08,75.91,38.79,122.52,95.36,191.01,90.78,60.61,50.84
2018-06-28,47.25,40.86,75.91,40.08,122.09,92.91,190.11,88.76,59.97,49.25
2018-06-29,49.61,40.86,76.36,39.55,124.25,96.06,194.14,89.97,59.97,50.31
2018-07-02,49.53,41.01,75.91,38.64,117.33,94.66,191.9,91.6,60.04,52.34
2018-07-03,47.41,41.01,76.09,38.18,113.43,95.01,192.35,90.38,59.62,54.28
2018-07-04,46.78,40.86,75.47,39.85,113.0,96.76,193.7,90.78,60.3,52.34
2018-07-05,46.86,40.4,72.8,37.2,107.37,95.36,192.35,90.78,59.92,51.1
2018-07-06,47.72,40.25,76.36,37.88,117.76,95.71,194.59,92.0,58.93,48.98
2018-07-09,47.56,40.4,74.85,37.54,119.06,96.41,198.63,93.62,58.55,47.66
2018-07-10,48.27,40.03,75.02,38.41,126.85,97.8,199.08,94.43,60.15,46.25
2018-07-11,47.17,39.35,75.02,37.76,126.48,96.76,197.28,94.43,58.78,45.72
2018-07-12,47.56,39.35,74.94,38.79,126.92,99.41,197.73,96.46,58.93,46.42
2018-07-13,47.64,39.65,74.85,39.32,126.92,98.67,201.32,96.05,59.31,45.89
2018-07-16,47.64,39.65,75.11,39.02,135.7,100.51,200.42,95.65,59.08,43.82
2018-07-17,47.72,39.65,74.85,39.24,132.19,101.98,198.63,97.27,59.31,44.92
2018-07-18,48.04,39.65,76.27,38.64,129.99,106.03,199.97,98.08,60.69,40.47
2018-07-19,48.43,39.72,76.36,37.65,130.87,106.4,201.32,98.89,60.61,39.54
2018-07-20,48.19,39.65,75.65,38.03,129.55,105.3,212.98,100.11,60.23,38.39
2018-07-23,47.17,39.57,75.47,38.61,123.85,105.3,216.11,97.27,59.92,38.39
2018-07-24,47.72,39.72,75.29,38.57,129.12,105.66,216.11,97.67,60.15,39.67
2018-07-25,48.35,39.88,74.85,38.41,132.19,105.3,215.67,98.08,59.85,41.57
2018-07-26,48.67,40.33,75.2,37.61,130.43,106.4,216.11,98.49,60.0,42.05
2018-07-27,49.93,40.33,74.31,38.41,133.51,107.87,219.25,100.92,59.69,42.94
2018-07-30,49.61,40.25,74.22,38.13,128.24,107.87,220.15,99.7,59.62,41.0
2018-07-31,48.59,40.18,74.58,38.69,129.99,108.98,220.6,99.7,59.16,41.48
2018-08-01,50.4,40.1,74.14,38.25,128.24,105.66,222.39,99.3,59.16,40.91
2018-08-02,49.06,40.4,72.98,37.89,122.09,105.3,219.25,99.7,58.78,38.17
2018-08-03,49.85,40.56,72.89,38.49,121.65,105.3,221.49,109.43,58.85,39.8
2018-08-06,49.53,40.63,72.8,38.57,116.82,106.77,220.15,111.86,59.08,39.27
2018-08-07,49.22,40.93,71.92,38.25,121.21,104.56,216.56,110.24,59.31,39.98
2018-08-08,49.77,40.93,72.98,39.45,117.7,111.92,221.94,115.91,59.62,39.36
2018-08-09,49.14,40.93,72.98,40.26,115.94,113.76,221.49,116.32,59.46,39.45
2018-08-10,49.22,41.01,72.8,39.69,114.18,117.08,219.7,113.48,59.01,36.19
2018-08-13,47.09,40.63,71.56,40.1,106.28,114.13,215.67,109.83,58.47,33.05
2018-08-14,48.4,40.63,69.61,40.26,106.28,114.13,218.36,118.34,58.17,34.6
2018-08-15,48.56,40.56,64.81,40.1,102.77,110.45,216.56,109.02,57.71,33.01
2018-08-16,48.15,40.4,61.17,39.73,108.04,109.71,214.32,111.45,57.25,33.36
2018-08-17,47.0,40.4,60.37,40.9,103.64,110.08,214.77,110.64,57.17,32.7
2018-08-20,42.49,40.33,58.07,41.94,96.18,110.45,214.77,111.86,57.17,31.82
2018-08-21,42.0,40.18,60.02,41.94,98.81,111.92,216.11,113.48,57.25,32.83
2018-08-22,42.25,40.25,61.44,41.78,99.69,111.56,217.01,111.05,56.79,34.6
2018-08-23,42.66,40.33,60.91,41.94,97.06,111.92,219.25,113.08,56.79,33.45
2018-08-24,42.98,40.17,60.46,41.62,94.42,108.24,218.36,112.27,56.72,33.85
2018-08-27,43.89,40.25,64.32,42.5,99.25,111.19,219.7,115.1,56.64,34.95
2018-08-28,44.95,40.81,63.37,42.82,95.74,114.13,223.74,116.32,57.1,34.42
2018-08-29,44.62,41.21,64.51,42.66,97.06,113.03,232.26,118.34,57.1,36.1
2018-08-30,44.79,41.29,65.56,43.54,97.5,111.56,236.29,118.34,57.02,36.94
2018-08-31,46.1,41.85,65.75,43.46,96.62,110.82,229.57,120.78,56.72,36.76
2018-09-03,44.79,41.61,64.8,40.98,91.79,108.24,230.46,116.32,57.17,34.24
2018-09-04,44.87,41.45,64.32,42.1,94.42,106.77,230.91,118.34,57.17,35.61
2018-09-05,43.97,41.37,62.89,42.26,92.66,108.24,236.74,121.18,56.79,35.04
2018-09-06,42.25,41.29,63.37,42.66,95.3,113.03,234.05,119.92,56.41,33.71
2018-09-07,40.69,40.89,58.22,41.54,87.39,113.76,236.74,116.13,55.65,32.83
2018-09-10,38.72,40.25,55.27,39.94,78.7,115.24,237.19,116.55,54.96,29.57
2018-09-11,38.72,40.25,56.98,40.9,75.01,116.71,233.15,119.92,52.44,30.1
2018-09-12,36.38,40.17,56.22,41.3,69.65,107.51,233.6,114.03,52.44,29.96
2018-09-25,37.2,40.01,55.75,40.5,143.17,108.24,236.29,114.03,54.2,29.96
2018-09-26,36.75,40.25,55.27,39.98,143.17,107.51,236.29,112.77,53.59,29.7
2018-09-27,36.59,40.25,53.74,40.1,133.51,108.98,237.64,112.77,53.59,29.39
2018-09-28,36.38,40.33,51.46,40.74,131.75,111.19,235.39,114.45,53.43,28.55
2018-10-01,36.79,40.17,51.17,40.58,132.63,108.61,235.84,114.45,53.74,29.13
2018-10-02,36.59,39.53,52.7,39.73,130.43,106.03,230.91,108.14,53.43,29.48
2018-10-03,35.11,39.37,50.31,37.73,122.09,104.93,233.15,108.56,52.82,28.29
2018-10-04,33.8,38.65,48.69,37.97,126.04,107.51,227.77,106.45,52.21,28.02
2018-10-05,32.24,38.17,46.36,36.17,114.18,105.3,224.19,97.62,52.44,25.24
2018-10-08,32.89,37.09,46.69,35.81,103.64,97.93,218.36,93.41,51.91,23.21
2018-10-09,31.42,37.73,45.41,34.61,109.35,100.88,218.8,92.15,51.68,22.59
2018-10-22,32.16,34.17,41.5,41.86,103.64,102.72,212.53,93.41,50.15,21.09
2018-10-23,30.23,33.41,41.55,41.38,95.74,99.41,206.25,93.83,50.84,20.3
2018-10-24,29.74,32.57,40.79,43.62,92.66,101.25,205.8,94.25,50.76,20.34
2018-10-25,28.26,30.93,38.78,41.78,83.44,97.93,196.83,92.99,50.0,18.31
2018-10-26,27.56,30.73,38.4,42.1,80.89,97.93,198.18,91.73,49.92,17.92
2018-10-29,28.38,30.49,38.83,41.54,85.37,93.15,199.52,91.73,48.78,17.92
2018-10-30,27.77,30.21,39.98,41.86,84.5,99.41,199.97,95.09,48.93,18.53
2018-10-31,29.9,30.81,42.69,46.02,92.66,100.51,209.84,104.35,49.31,19.64
2018-11-01,30.93,32.25,42.6,50.58,99.69,101.61,211.18,107.72,49.92,20.87
2018-11-02,31.38,33.05,43.07,50.34,98.37,101.98,212.08,109.4,50.38,22.95
2018-11-05,31.42,32.57,41.79,50.9,102.77,101.98,210.73,106.88,51.75,22.73
2018-11-06,29.61,32.09,39.31,50.9,96.18,97.93,210.29,106.88,51.68,21.45
2018-11-07,31.09,32.73,40.59,52.74,104.96,97.93,209.84,107.3,51.68,22.77
2018-11-08,30.68,33.05,42.31,51.62,100.13,95.72,212.08,107.3,52.14,21.76
