date,2330
2017-12-04,202.46
2017-12-05,198.56
2017-12-06,196.4
2017-12-07,195.97
2017-12-08,196.4
2017-12-11,196.83
2017-12-12,196.83
2017-12-13,196.4
2017-12-14,199.43
2017-12-15,199.0
2017-12-18,196.4
2017-12-19,194.67
2017-12-20,194.24
2017-12-21,194.67
2017-12-22,196.83
2017-12-25,197.7
2017-12-26,195.54
2017-12-27,194.67
2017-12-28,195.54
2017-12-29,198.56
2018-01-02,201.16
2018-01-03,205.05
2018-01-04,207.22
2018-01-05,207.65
2018-01-08,209.38
2018-01-09,209.38
2018-01-10,204.62
2018-01-11,203.32
2018-01-12,205.05
2018-01-15,207.65
2018-01-16,208.08
2018-01-17,209.38
2018-01-18,215.0
2018-01-19,221.06
2018-01-22,226.25
2018-01-23,230.14
2018-01-24,223.22
2018-01-25,223.22
2018-01-26,220.63
2018-01-29,223.66
2018-01-30,218.9
2018-01-31,220.63
2018-02-01,224.52
2018-02-02,224.52
2018-02-05,218.9
2018-02-06,206.78
2018-02-07,207.65
2018-02-08,206.35
2018-02-09,201.16
2018-02-12,204.62
2018-02-21,209.81
2018-02-22,207.22
2018-02-23,211.98
2018-02-26,213.27
2018-02-27,212.84
2018-03-01,210.25
2018-03-02,207.65
2018-03-05,208.95
2018-03-06,216.3
2018-03-07,213.71
2018-03-08,215.87
2018-03-09,216.73
2018-03-12,219.76
2018-03-13,224.09
2018-03-14,222.36
2018-03-15,220.63
2018-03-16,220.63
2018-03-19,220.63
2018-03-20,218.9
2018-03-21,218.46
2018-03-22,217.6
2018-03-23,211.98
2018-03-26,210.68
2018-03-27,217.17
2018-03-28,211.98
2018-03-29,211.11
2018-03-30,212.84
2018-03-31,214.14
2018-04-02,213.27
2018-04-03,211.11
2018-04-09,211.98
2018-04-10,212.41
2018-04-11,214.57
2018-04-12,211.98
2018-04-13,211.54
2018-04-16,210.68
2018-04-17,205.92
2018-04-18,205.92
2018-04-19,211.54
2018-04-20,198.13
2018-04-23,195.97
2018-04-24,196.4
2018-04-25,194.67
2018-04-26,192.08
2018-04-27,193.37
2018-04-30,196.4
2018-05-02,192.94
2018-05-03,190.78
2018-05-04,192.94
2018-05-07,193.37
2018-05-08,197.27
2018-05-09,198.56
2018-05-10,198.56
2018-05-11,201.59
2018-05-14,201.59
2018-05-15,199.43
2018-05-16,199.43
2018-05-17,195.97
2018-05-18,193.37
2018-05-21,198.13
2018-05-22,198.13
2018-05-23,197.7
2018-05-24,198.13
2018-05-25,197.7
2018-05-28,196.4
2018-05-29,194.67
2018-05-30,191.21
