date,2451
2017-12-04,59.19
2017-12-05,58.84
2017-12-06,58.55
2017-12-07,58.13
2017-12-08,57.56
2017-12-11,57.77
2017-12-12,57.49
2017-12-13,57.14
2017-12-14,57.56
2017-12-15,58.48
2017-12-18,58.06
2017-12-19,57.28
2017-12-20,57.49
2017-12-21,57.77
2017-12-22,57.84
2017-12-25,58.2
2017-12-26,58.06
2017-12-27,58.06
2017-12-28,58.27
2017-12-29,58.62
2018-01-02,58.77
2018-01-03,58.62
2018-01-04,58.62
2018-01-05,58.98
2018-01-08,59.05
2018-01-09,59.33
2018-01-10,59.26
2018-01-11,58.62
2018-01-12,58.27
2018-01-15,58.48
2018-01-16,58.84
2018-01-17,59.12
2018-01-18,59.05
2018-01-19,59.4
2018-01-22,59.9
2018-01-23,59.76
2018-01-24,60.11
2018-01-25,60.18
2018-01-26,60.11
2018-01-29,60.11
2018-01-30,60.04
2018-01-31,59.76
2018-02-01,59.9
2018-02-02,59.83
2018-02-05,59.62
2018-02-06,57.92
2018-02-07,58.13
2018-02-08,58.06
2018-02-09,57.56
2018-02-12,58.06
2018-02-21,58.77
2018-02-22,59.12
2018-02-23,59.48
2018-02-26,60.25
2018-02-27,60.11
2018-03-01,60.04
2018-03-02,59.48
2018-03-05,58.98
2018-03-06,59.05
2018-03-07,59.05
2018-03-08,59.4
2018-03-09,60.96
2018-03-12,60.96
2018-03-13,61.18
2018-03-14,61.03
2018-03-15,60.82
2018-03-16,60.18
2018-03-19,60.89
2018-03-20,60.68
2018-03-21,60.4
2018-03-22,59.9
2018-03-23,60.33
2018-03-26,60.61
2018-03-27,60.75
2018-03-28,60.4
2018-03-29,60.96
2018-03-30,61.32
2018-03-31,61.25
2018-04-02,61.03
2018-04-03,61.39
2018-04-09,62.31
2018-04-10,61.74
2018-04-11,61.53
2018-04-12,61.32
2018-04-13,61.25
2018-04-16,60.25
2018-04-17,59.62
2018-04-18,59.9
2018-04-19,60.11
2018-04-20,59.76
2018-04-23,59.83
2018-04-24,59.55
2018-04-25,59.4
2018-04-26,59.05
2018-04-27,59.12
2018-04-30,59.33
2018-05-02,59.55
2018-05-03,59.12
2018-05-04,58.77
2018-05-07,59.05
2018-05-08,59.33
2018-05-09,59.26
2018-05-10,58.84
2018-05-11,58.98
2018-05-14,59.19
2018-05-15,58.98
2018-05-16,58.91
2018-05-17,59.33
2018-05-18,59.26
2018-05-21,59.76
2018-05-22,59.83
2018-05-23,60.18
